"TIME","GEO","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2012","United Kingdom","Total","Percentage of total population","Total","5.4",""
"2012","United Kingdom","Total","Percentage of active population","Total","7.9",""
"2012","United Kingdom","Less than 25 years","Thousand persons","Total","975",""
"2012","United Kingdom","Less than 25 years","Percentage of total population","Total","12.4",""
"2012","United Kingdom","Less than 25 years","Percentage of active population","Total","21.2",""
"2012","Iceland","Total","Thousand persons","Total","11",""
"2012","Iceland","Total","Percentage of total population","Total","4.8",""
"2012","Iceland","Total","Percentage of active population","Total","6.0",""
"2012","Iceland","Less than 25 years","Thousand persons","Total","4",""
"2012","Iceland","Less than 25 years","Percentage of total population","Total","10.2",""
"2012","Iceland","Less than 25 years","Percentage of active population","Total","13.6",""
"2012","Norway","Total","Thousand persons","Total","85",""
"2012","Norway","Total","Percentage of total population","Total","2.2",""
"2012","Norway","Total","Percentage of active population","Total","3.2",""
"2012","Norway","Less than 25 years","Thousand persons","Total","33",""
"2012","Norway","Less than 25 years","Percentage of total population","Total","4.8",""
"2012","Norway","Less than 25 years","Percentage of active population","Total","8.6",""
"2012","Turkey","Total","Thousand persons","Total","2,203",""
"2012","Turkey","Total","Percentage of total population","Total","4.2",""
"2012","Turkey","Total","Percentage of active population","Total","8.4",""
"2012","Turkey","Less than 25 years","Thousand persons","Total","677",""
"2012","Turkey","Less than 25 years","Percentage of total population","Total","5.9",""
"2012","Turkey","Less than 25 years","Percentage of active population","Total","15.8",""
"2012","United States","Total","Thousand persons","Total","12,506",""
"2012","United States","Total","Percentage of total population","Total",":",""
"2012","United States","Total","Percentage of active population","Total","8.1",""
"2012","United States","Less than 25 years","Thousand persons","Total","3,451",""
"2012","United States","Less than 25 years","Percentage of total population","Total",":",""
"2012","United States","Less than 25 years","Percentage of active population","Total","16.2",""
"2012","Japan","Total","Thousand persons","Total","2,848",""
"2012","Japan","Total","Percentage of total population","Total",":",""
"2012","Japan","Total","Percentage of active population","Total","4.3",""
"2012","Japan","Less than 25 years","Thousand persons","Total","420",""
"2012","Japan","Less than 25 years","Percentage of total population","Total",":",""
"2012","Japan","Less than 25 years","Percentage of active population","Total","8.1",""
"2013","European Union (28 countries)","Total","Thousand persons","Total","26,299",""
"2013","European Union (28 countries)","Total","Percentage of total population","Total","6.9",""
"2013","European Union (28 countries)","Total","Percentage of active population","Total","10.9",""
"2013","European Union (28 countries)","Less than 25 years","Thousand persons","Total","5,620",""
"2013","European Union (28 countries)","Less than 25 years","Percentage of total population","Total","9.9",""
"2013","European Union (28 countries)","Less than 25 years","Percentage of active population","Total","23.7",""
"2013","European Union (27 countries)","Total","Thousand persons","Total","25,981",""
"2013","European Union (27 countries)","Total","Percentage of total population","Total","6.9",""
"2013","European Union (27 countries)","Total","Percentage of active population","Total","10.8",""
"2013","European Union (27 countries)","Less than 25 years","Thousand persons","Total","5,546",""
"2013","European Union (27 countries)","Less than 25 years","Percentage of total population","Total","9.9",""
"2013","European Union (27 countries)","Less than 25 years","Percentage of active population","Total","23.6",""
"2013","European Union (25 countries)","Total","Thousand persons","Total","24,892",""
"2013","European Union (25 countries)","Total","Percentage of total population","Total","7.0",""
"2013","European Union (25 countries)","Total","Percentage of active population","Total","10.9",""
"2013","European Union (25 countries)","Less than 25 years","Thousand persons","Total","5,314",""
"2013","European Union (25 countries)","Less than 25 years","Percentage of total population","Total","10.0",""
"2013","European Union (25 countries)","Less than 25 years","Percentage of active population","Total","23.5",""
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","18,949",""
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total","7.6",""
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","12.0",""
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Thousand persons","Total","3,554",""
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Percentage of total population","Total","9.9",""
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Percentage of active population","Total","24.4",""
"2013","Euro area (19 countries)","Total","Thousand persons","Total","19,241",""
"2013","Euro area (19 countries)","Total","Percentage of total population","Total","7.6",""
"2013","Euro area (19 countries)","Total","Percentage of active population","Total","12.0",""
"2013","Euro area (19 countries)","Less than 25 years","Thousand persons","Total","3,603",""
"2013","Euro area (19 countries)","Less than 25 years","Percentage of total population","Total","9.9",""
"2013","Euro area (19 countries)","Less than 25 years","Percentage of active population","Total","24.4",""
"2013","Euro area (18 countries)","Total","Thousand persons","Total","19,069",""
"2013","Euro area (18 countries)","Total","Percentage of total population","Total","7.6",""
"2013","Euro area (18 countries)","Total","Percentage of active population","Total","12.0",""
"2013","Euro area (18 countries)","Less than 25 years","Thousand persons","Total","3,576",""
"2013","Euro area (18 countries)","Less than 25 years","Percentage of total population","Total","9.9",""
"2013","Euro area (18 countries)","Less than 25 years","Percentage of active population","Total","24.4",""
"2013","Belgium","Total","Thousand persons","Total","417",""
"2013","Belgium","Total","Percentage of total population","Total","5.1",""
"2013","Belgium","Total","Percentage of active population","Total","8.4",""
"2013","Belgium","Less than 25 years","Thousand persons","Total","97",""
"2013","Belgium","Less than 25 years","Percentage of total population","Total","7.3",""
"2013","Belgium","Less than 25 years","Percentage of active population","Total","23.7",""
"2013","Bulgaria","Total","Thousand persons","Total","436",""
"2013","Bulgaria","Total","Percentage of total population","Total","7.7",""
"2013","Bulgaria","Total","Percentage of active population","Total","13.0",""
"2013","Bulgaria","Less than 25 years","Thousand persons","Total","65",""
"2013","Bulgaria","Less than 25 years","Percentage of total population","Total","8.4",""
"2013","Bulgaria","Less than 25 years","Percentage of active population","Total","28.4",""
"2013","Czech Republic","Total","Thousand persons","Total","370",""
"2013","Czech Republic","Total","Percentage of total population","Total","4.5",""
"2013","Czech Republic","Total","Percentage of active population","Total","7.0",""
"2013","Czech Republic","Less than 25 years","Thousand persons","Total","69",""
"2013","Czech Republic","Less than 25 years","Percentage of total population","Total","6.0",""
"2013","Czech Republic","Less than 25 years","Percentage of active population","Total","18.9",""
"2013","Denmark","Total","Thousand persons","Total","202",""
"2013","Denmark","Total","Percentage of total population","Total","4.8",""
"2013","Denmark","Total","Percentage of active population","Total","7.0",""
"2013","Denmark","Less than 25 years","Thousand persons","Total","57",""
"2013","Denmark","Less than 25 years","Percentage of total population","Total","8.1",""
"2013","Denmark","Less than 25 years","Percentage of active population","Total","13.0",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","2,182",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total","3.6",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","5.2",""
"2013","Germany (until 1990 former territory of the FRG)","Less than 25 years","Thousand persons","Total","340",""
"2013","Germany (until 1990 former territory of the FRG)","Less than 25 years","Percentage of total population","Total","4.0",""
"2013","Germany (until 1990 former territory of the FRG)","Less than 25 years","Percentage of active population","Total","7.8",""
"2013","Estonia","Total","Thousand persons","Total","59",""
"2013","Estonia","Total","Percentage of total population","Total","5.9",""
"2013","Estonia","Total","Percentage of active population","Total","8.6",""
"2013","Estonia","Less than 25 years","Thousand persons","Total","11",""
"2013","Estonia","Less than 25 years","Percentage of total population","Total","7.4",""
"2013","Estonia","Less than 25 years","Percentage of active population","Total","18.7",""
"2013","Ireland","Total","Thousand persons","Total","282",""
"2013","Ireland","Total","Percentage of total population","Total","8.4",""
